"identificador","nombre","baños","dormitorios","precio"
11596611,"Comfy app in Amsterdam","1.0",3,131
12940076,"Artboats","1.0",1,60
6615848,"Cosy house with garden","1.0",3,120
7828187,"New cozy room for girls near center","1.0",1,41
3371621,"Comfortable dike house near centre","1.5",4,200
12749738,"Sunny Family Home in Green Area","1.0",3,130
7539417,"Charming Room - 2.5km from station","2.0",1,37
13791652,"House with beautiful garden+ view over lovely park","2.0",4,120
13758821,"Great family house with large sunny garden at dyke","1.0",3,130
1109798,"Hitorical 1930 Dutch houseboat","1.0",2,136
8163956,"Landelijke woning dicht bij centrum","1.0",1,60
12512968,"Dykehouse + garden close to centre + free parking","2.0",4,130
2516878,"Room & Kitchen near Central Station","1.0",1,79
12185596,"Apartment Amsterdam 3Floors","1.5",3,251
1353583,"Trendy Apartment 10 min to CS","1.0",1,99
11562064,"Near centre with free parking","1.0",4,130
13199169,"Lovely family house in Amsterdam","1.0",2,110
1429991,"Spacious sunny family home - free parking","1.0",3,175
293337,"Sunny Apartment along river IJ","1.0",1,105
9268762,"Luxurious North apartment Amsterdam","1.5",2,110
11857316,"On the waterfront, a perfect spot!","1.0",1,120
6712077,"Spacious house near city centre","1.0",1,95
11954634,"Family house with garden + free parking","1.0",2,81
13199180,"Stylish Marina cottage in very nice neighbourhood","1.0",2,125
7105462,"nemo","0.5",2,80
9687433,"NDSM  Boathouse Amsterdam (4p),","1.0",2,75
12380395,"Great Spacious Loft Center Amsterda","1.0",1,75
3974845,"Nice room including great breakfast","1.0",1,70
7311710,"beautiful apartment 5 min from CS.","1.0",1,99
1403425,"Charmant authentiek dijkhuis","1.0",3,251
12053032,"3 persoons privé kamer tehuur .","1.0",1,60
3729398,"Close to centre, free at New Years!","1.0",2,89
3532705,"UNIQUE HOLIDAY FEELING NEAR C.S.","1.0",1,120
11560797,"House in hip area with free parking","1.0",1,75
10512219,"Penthouse with a view","1.0",3,200
8512933,"Cozy suite with private bathroom","1.0",1,82
7497053,"Close to CS & center, free parking","1.0",4,100
10347840,"Only 5 minutes to CS , stunning view","1.5",1,96
5334290,"Faralda Crane Hotel: Free Spirit","1.0",1,436
1139498,"apt. full of light, space & comfort","1.0",1,104
1058439,"Amsterdam, bright house, free P","1.0",3,140
12445459,"Big house with garden and terrace","2.0",4,286
8021740,"Complete house in Amsterdam","1.0",1,325
582382,"Amsterdam Home 10 minutes to center","1.5",3,140
1958574,"cosey studio in quiet area","1.0",0,65
5104244,"Spacious new apartment with a vintage twist","1.0",2,140
8217819,"Spacious loft near city centre!","1.0",1,125
7365780,"Small Room near Amsterdam Centre","0.5",1,54
156815,"Welcome on our ship in Amsterdam!","4.0",10,596
11559988,"Comfortable Family home","1.0",3,100
12051445,"3 persoons privé kamer tehuur ..","1.0",1,60
13263108,"Amazing loft near the city center","1.0",2,55
12541751,"Nice room close to Central Station","1.0",1,70
12696441,"An Unique Stay; in Noord, close to center","1.0",1,140
8135949,"Amsterdam City View","1.0",1,111
12541495,"Large waterfront house on a dyke!","2.0",4,226
1695142,"Autumn Offer 10% (sept/oct 2016)","1.0",1,75
9035176,"Alexandra's appartment","1.0",1,75
2776475,"Nice apartment in Amsterdam","1.0",1,75
4349963,"Family house in Amsterdam","1.0",3,120
10184017,"Great Place 15 Minutes to Centre","1.0",1,75
6053851,"Central apartment, unique location","1.0",1,80
11788220,"Light house on authentic dike","1.0",3,171
3202969,"Captains House  Studio FREE Parking","1.0",1,80
974725,"First Floor Apartment Amsterdam","1.0",2,120
4613438,"Bedroom in beautiful garden house","1.0",2,150
13327712,"3 persoons prive kamer ... Ground Floor","1.0",1,60
2906645,"Amsterdam Noord/Space and quietness","1.5",2,160
2120210,"Spacious dikehouse near city centre","2.0",6,199
6805895,"Apartment near city center + bike","1.5",1,58
4577582,"The Panorama Suite","1.0",1,501
7198961,"Spacious Modern Apartment, centrally located","1.0",1,110
2381731,"Cosy house in Monumental area","1.0",1,99
10606494,"Charming apartment","1.0",1,75
12725921,"Friendly house in a green area","1.0",2,95
4793315,"lovely house on dike near city","1.0",1,98
4216576,"Beautifull family house at a lake","1.0",3,175
12375797,"Nice apartment 10 min from center","1.0",2,220
13292640,"House at dyke with garden + free parking","1.0",2,130
4708446,"Cosy 1 bed apt. river side near central station","1.0",1,117
1366058,"Central spacious light apt.+parking","1.5",2,165
1734985,"Modern Loft, near the city centre","1.0",2,55
4044970,"Cozy house in Amsterdam","1.0",1,90
5821422,"Stylish apartment in Amsterdam N.","1.0",1,125
12838514,"Staying on a Yacht","1.0",0,130
1069364,"Filmmuseum Appartement","1.0",1,220
250150,"sweet apt in quiet area near center","1.0",2,86
5722319,"The Little House in the garden","1.0",0,160
9784795,"Comfortable and Bright Sailing Ship","2.0",7,451
10402303,"Privat studio near city centre","1.0",1,70
317027,"3 bed room apaprtment near center","1.5",3,241
8606301,"Apartment with amazing view!","1.0",1,95
3428858,"Zonnig huis in Amsterdam Noord","1.0",2,175
6708222,"Design houseboat 10 min from center","2.0",4,381
7720236,"Luxury 240M2 MegaLoft  Black label","3.5",3,251
11389870,"Little hide out boat,budget stay!","0.0",1,50
1166169,"Vintage house between city & meadow","1.0",2,120
10605279,"Artist Loft 100m2 great view","1.0",0,195
6016788,"Charming, nice area, free parking","1.0",2,95
3853993,"ruime 30er jaren woning met tuin","1.0",2,125
7305159,"Spacious house with garden","1.0",2,139
7720600,"Lush green, light & quiet near CS.","1.0",2,100
2837274,"B&B De Kade","1.0",3,111
5064784,"Central Cosy Bedroom + WiFi, P+R","1.5",1,75
13488134,"sweet apt in quiet area near centre","1.0",2,90
872390,"Kippy's loft","1.5",1,71
11685039,"Stay in a Fantasy World /Art Loft","1.5",1,75
6638729,"Cosy 2p room, free parking","1.0",1,80
309436,"17 Century Canal Villa Free Parking","1.5",1,85
13579944,"Lovely family home, gorgeous garden","1.0",1,99
1329048,"A romantic house near city center","1.0",2,120
2705165,"Warehouse app. in spacius workshop","1.0",2,226
7128911,"Trendy Noord - central but quiet","1.0",2,85
6539060,"Charming and characteristic family home","1.5",3,200
1362020,"LOVELY waterfront home, great view!","1.0",2,140
3294817,"Sunny city & water view appartment!","1.0",1,59
1590879,"Private house in central A'dam (MH)","1.0",2,115
7783993,"Boat for Rent during Sail 2015","0.0",1,50
6243633,"Traditional Dutch ""Dyke House"" 1914","2.0",5,245
1232048,"Garden house, Center, Sunny Garden","1.0",1,68
6769235,"Family house in Amsterdam","2.0",2,165
11487773,"Beautiful full house near centre","2.0",4,140
1427971,"CITY Riverview and FREE parking","1.0",1,95
3392670,"sunny house in quiet neighborhood","2.0",3,146
2507912,"Great place near Amsterdam center","1.0",1,95
3753018,"Cosy Little Workers House","1.0",1,75
3720183,"Houseboat Amsterdam (free parking)","1.0",1,235
11158462,"Family house at authentic dyke","1.0",3,150
5846908,"Central Light Spacious apartment","1.0",1,75
543914,"Bed&Boat on a historical houseboat","1.0",3,125
4934237,"Living in Amsterdam","1.0",1,79
2081615,"Cute little house in Amsterdam","1.0",2,100
6177359,"Light and Sunny Room","2.0",1,40
6242872,"Spacious & comfortable apartment","1.0",1,100
5587500,"Faralda Crane Hotel Amsterdam","3.0",3,1307
4538960,"Prachtig zeilschip in Amsterdam","2.0",8,564
12632110,"Double Bed in Historical Ship NO SHOWER","0.5",1,80
6482946,"Cozy apartment in Amsterdam Noord for 2!","1.0",1,90
8535626,"Lofthouse in Amsterdam-North","2.5",4,136
6340144,"Family house in Amsterdam","2.0",5,200
6471190,"Guest room in authentic dutch house","1.0",1,85
9996278,"Stylish family house near centre","3.5",1,65
2800908,"Modern spacious and cosy houseboat","1.0",3,150
9190372,"Private apartment on a real ship","1.0",2,139
1719227,"B&B Hutspot , 1","1.0",1,84
10500911,"Room in Amsterdam","1.0",1,80
13089492,"Great family house with garden and free parking","1.0",3,150
13483155,"Spacious apartment near centre","1.5",3,111
6535641,"Sunny spacious home in Amsterdam North","1.5",1,90
3520841,"Quiet apartment, free parking!","1.0",1,111
9368708,"Great Spacious Loft Center Amsterda","1.0",1,69
1816372,"Lovely House in Monumental Village","1.0",1,90
13612765,"Gezellig appartement nabij het centrum","1.0",2,111
10340761,"Room very close to Central Station","1.5",1,60
13646226,"LOVELY family home with garden!","1.0",3,149
4634987,"Central & Spacious family apartment","1.0",3,159
2438705,"Romantic House with 3 bedrooms","1.0",2,175
1357312,"Appartement in Amsterdam Noord","1.0",1,75
6474127,"Classic camper 10min from center","0.5",2,90
13088024,"Amazing monumental family villa","1.0",3,251
1826347,"Spacious apartment with great view!","1.0",1,84
1780108,"Private house in central A'dam (HG)","1.0",2,115
8140688,"Cute Pink House with sunny garden","1.5",2,130
5026987,"lovely quiet house / free parking","1.0",2,99
5682317,"Spacious family home in A'dam Noord","2.0",3,200
5944422,"Cozy & Light house in trendy North","1.0",1,111
2667541,"Luxury Urban Cottage + two bikes","1.5",2,129
10827094,"Amsterdam, 5min from CentralStation","1.0",1,148
8368759,"Big Bright Roof Attic Room","1.0",1,79
12586615,"Cosy little house","1.0",1,75
7907843,"Apt. in hip & happening Noord","1.0",1,50
2568590,"Lovely wooden house in Amsterdam","1.0",2,150
12361091,"Private place, near the centre","1.0",1,80
1159432,"Room in shared house with garden","1.0",1,50
13709466,"Sail on over to my quiet, spacious flat by Central","1.0",2,110
8761483,"House of Beams","1.0",1,85
12824477,"Marina studio in nice neighbourhood","1.0",1,99
8269677,"big warehouse: appartment Amsterdam","2.0",3,426
13610812,"Apartment with a view","1.0",1,85
7450864,"Nice apartment close to 'IJ' (SAIL)","1.0",1,85
13414634,"Beautiful room near Central Station","2.0",1,75
13600799,"Bright, spacious Loft 95m2","1.0",1,95
10432232,"Private Attic Studio/Roofterrace","1.0",1,75
10989263,"Cozy, quiet and clean apartment","1.0",1,60
11683786,"Private room in the magic north","1.0",1,39
13414063,"Cozy room near Central Station","2.0",1,75
3819439,"Light, spacious home in trendy hood","1.0",1,75
8465843,"Amsterdam Apartment near centre","1.0",1,88
13413379,"Cozy apartment with garden (near Central Station)","1.0",1,85
6564823,"eco bungalow with woods view","0.0",0,75
13314850,"Cosy Sailing Yacht Amsterdam","0.5",0,60
13183470,"LOVELY apt. with garden, 2 bedrooms! Vibrant North","1.0",2,149
7259667,"Karakteristiek Oud Noord","1.0",2,160
9481287,"Historic Apartment with Garden - (free parking)","1.0",1,80
13728433,"Cosy House + Big Garden+ Free Bikes + Free Parking","1.5",2,99
6129258,"Cozy Room close to AMS City Centre","1.0",1,59
5547642,"Kamer aan groene rand van de stad","0.5",1,60
13248075,"Bright and spacious corner house / roof terrace","2.0",4,136
8792777,"Floating Studio in  Amsterdam","1.0",1,160
3910339,"Spacious Loft + Atelier, Adam Noord","1.0",0,111
1787633,"Beautiful big house near ADE","2.0",4,194
3515905,"dutch boat for rent.............","1.0",0,125
1025482,"Houseboat,garden,center,freeparking","1.0",1,82
11838935,"In No-time at Dam-Square!","1.0",2,125
12066878,"Stylish dike house in Amsterdam","2.0",3,195
13813085,"Lovely and clean room close to Central Station.","1.0",1,65
13412478,"Centrally located big apartment at Central Station","2.0",2,100
6826043,"Nice charming house with garden","1.0",2,150
9203943,"Cosy house in the Magic North","1.0",1,80
5316574,"BRIGHT HOUSEBOAT On EXCLUSIVE SPOT!","1.0",2,111
4399067,"De Cornelia, large houseboat","2.0",7,701
11837107,"Lovely houseboat close to centre","1.0",2,251
9772693,"Charming monumental house Amsterdam","1.0",2,100
11509332,"Comfortable spacious family house","1.0",4,276
6463830,"Spacious & luxury design houseboat","1.0",4,350
8233245,"Luxurious house with roofterras near City Centre!","1.5",2,110
13547657,"clean neat room next to the centre","1.0",1,35
6791363,"lovely family home near city centre","1.0",3,120
5546109,"Artist Designer home","1.0",2,105
9347195,"Little House by the Dykes","1.0",3,99
7544250,"Cosy apt close to Central Station","1.5",3,125
12819862,"Family house +garden + Free parking","1.0",2,120
11781352,"Cozy warehouse apt + free parking","1.5",0,401
12970450,"little charming family house","1.0",3,111
9346390,"A nice house with garden and park","1.0",3,73
2120206,"Two private rooms for 2 or 3 guests","1.0",1,80
11235395,"Beautiful place (central station)","1.0",1,136
12820845,"Private room + garden+Free Parking","1.0",1,70
13508361,"Authentic house in trendy district near citycentre","1.0",1,110
5408037,"Spacious Apt. with  free parking","1.0",2,111
2530996,"Artsy Loft near the center","1.0",2,134
9673745,"Cozy house 10 min from city centre","1.0",1,65
10361867,"Girls b&b in Amsterdam","1.0",1,65
3644360,"House in peaceful and booming North","1.0",1,70
10951883,"Cozy house in Amsterdam up to 4pax","1.0",2,145
7871078,"Cosy hotspot from 1915","1.0",1,79
13703682,"Bright 2-story apartment in Hip Amsterdam North","1.0",2,70
12884758,"Sleeping on a Yacht","0.0",1,120
1300789,"Free parking, WIFI 5 min citycenter","1.0",2,62
11540271,"Privat studio near city centre","1.0",1,70
1545820,"Old house 1930 & Garden 3 km to CS.","1.0",3,125
12228767,"3 Cool Classic Campers 10m centrum","0.5",,279
9672837,"Klassiek Hollands zeilschip","1.5",8,421
13375578,"Modern appartement close to center","1.0",1,60
6330416,"Lovely House in Amsterdam","1.0",2,175
6232082,"Sunfilled Room in 3 Story House","1.0",1,75
11415119,"Cute apartment in Amsterdam Noord","1.0",1,90
6368020,"Guestroom in Dutch Homestay","1.0",1,85
13702481,"Artist Loft Avlble Jul 1-Aug 15","1.0",2,150
1119479,"Gorgeous house-close to City Center","1.0",4,251
3053820,"House 5 min from city centre","1.5",3,150
2462491,"House with Garden + free Parking","1.0",1,95
9376537,"EYE view, the sunny side of the IJ","1.5",1,110
9343735,"Central location+free parking","1.5",2,115
5276455,"Spacious room near city center","1.0",1,95
13144800,"Quiet & peaceful garden apartment","1.0",1,120
2790110,"Comfy, airy & light apartment","1.0",3,140
6394584,"Sky Palace in Classic 3 Story House","1.0",1,95
2003639,"Super split level appartement at IJ","1.0",2,140
6689709,"Romantic Dutch house on old dike!","1.0",0,120
3838878,"Apartment with garden, free parking","1.0",1,95
4591865,"Specious App. near city center!","1.0",2,100
10639382,"Sunny apt close to Central Station","1.0",1,99
1793971,"Charming apartment with garden","2.0",2,82
1282489,"Nice apartment, central and easy","1.0",1,89
13635408,"Camper 15 mins from center","1.0",1,75
518090,"Great place near Amsterdam Central","1.0",1,75
8031889,"House with garden in popular north","1.0",1,70
9113221,"Sunny North near Central Station","1.0",1,100
13405434,"Great quiet home near CS, Families / couples ONLY","1.0",2,150
13162512,"Marina Budget Studio","1.0",1,80
4657112,"The latest hot spot & free parking","1.5",3,105
9703355,"sleeping schip Verandering R B&B","1.5",1,40
12979261,"Charming house with large garden","1.0",1,80
7048778,"Nice quiet room in rural Amsterdam!","0.5",1,50
7605782,"2.5 km from Central Station","2.0",1,44
4656557,"Cosy Cottage","1.0",0,79
9178528,"Sunny & stylish Amsterdam apartment","1.0",1,88
6720873,"Designe  Loft XL","1.5",3,276
6556448,"Houseboat near centre of Amsterdam!","1.0",1,120
9833215,"Great place 15 minutes to Centrum","1.0",2,137
6785427,"Centrally located 2 bedroom appartment","1.0",2,140
8367955,"Cozy Attic Roof Bedroom","1.0",1,79
11536179,"Cosy & spacious appartment @ A'dam!","1.0",2,140
3573824,"Private room close to centre","1.0",1,45
6489338,"75m2 appm & big sunny garden!","1.0",2,125
1246242,"Spacious & Bright 1918house 200m2","1.5",3,200
2032353,"150m2 spacious lof with great view","1.0",0,276
9405728,"Cosy BoatHouse Amsterdam North","0.5",1,69
5341871,"Faralda Crane Hotel:  Secret Suite","1.0",1,436
9404532,"Sfeervolle woning(4p) in hip Noord","1.0",1,99
3670016,"Spacious loft great green view","1.0",0,90
6815758,"Spacious & Comfy House in Amsterdam","2.0",2,149
10027016,"Loft XL - Top End - 5 star","2.5",4,226
11338039,"Boat in Amsterdam North","0.5",2,40
12255457,"studenten kamer verhuur, 2 weken","0.5",1,30
5865654,"Sunny 2 room apartment in Amsterdam","1.0",2,100
524426,"Trendy app  in popular n'bourhood","1.0",1,150
9195990,"Family home with terrace at water","1.0",4,150
13112665,"Private room in shared really spacious flat","1.0",1,45
13234628,"Great and cosy apartment located in Amsterdam","1.0",1,100
12238914,"Spacious room in modern apartment","1.5",1,70
12868487,"Spacious room with french balcony.","1.0",1,65
7359834,"Nice room 15 min from Adam center","1.0",1,65
13773809,"Complete etage, 4 bedden, incl. jacuzzi","1.0",1,150
7719516,"Private bed- bathroom. Amsterdam","1.0",1,65
13512475,"Lovely studio 12 min from Amsterdam Centraal","1.0",0,53
11729811,"One bedroom Apartment","1.0",1,85
11717347,"Modern Water Villa","2.0",3,140
